,_id,Sensor address,sensor_id,humidity,temperature,vdd,waterleak,time,light,motion
70,6346881488fe7bce33774477,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,26,23.1,3624,0.0,"2022/10/12, 11:25:40",,
71,6346881488fe7bce33774478,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3623,0.0,"2022/10/12, 11:25:40",,
72,6346884788fe7bce33774479,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.0,3631,0.0,"2022/10/12, 11:26:31",,
73,6346884788fe7bce3377447a,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,26,23.1,3624,0.0,"2022/10/12, 11:26:31",,
74,6346887688fe7bce3377447b,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.8,3623,0.0,"2022/10/12, 11:27:18",,
75,6346887688fe7bce3377447c,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.0,3634,0.0,"2022/10/12, 11:27:18",,
76,634688a088fe7bce3377447d,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,26,23.1,3624,0.0,"2022/10/12, 11:28:00",,
77,634688a088fe7bce3377447e,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3623,0.0,"2022/10/12, 11:28:00",,
78,634688d388fe7bce3377447f,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3634,0.0,"2022/10/12, 11:28:51",,
79,634688d388fe7bce33774480,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,26,23.1,3622,0.0,"2022/10/12, 11:28:51",,
80,6346890288fe7bce33774481,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.8,3625,0.0,"2022/10/12, 11:29:38",,
81,6346890288fe7bce33774482,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3631,0.0,"2022/10/12, 11:29:38",,
82,6346892c88fe7bce33774483,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,26,23.1,3624,0.0,"2022/10/12, 11:30:20",,
83,6346892c88fe7bce33774484,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.8,3623,0.0,"2022/10/12, 11:30:20",,
84,6346895f88fe7bce33774485,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.0,3631,0.0,"2022/10/12, 11:31:11",,
85,6346895f88fe7bce33774486,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,26,23.1,3624,0.0,"2022/10/12, 11:31:11",,
86,6346898e88fe7bce33774487,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.8,3623,0.0,"2022/10/12, 11:31:58",,
87,6346898e88fe7bce33774488,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.0,3631,0.0,"2022/10/12, 11:31:58",,
88,634689b888fe7bce33774489,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,26,23.1,3624,0.0,"2022/10/12, 11:32:40",,
89,634689b888fe7bce3377448a,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.8,3623,0.0,"2022/10/12, 11:32:40",,
90,634689eb88fe7bce3377448b,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3634,0.0,"2022/10/12, 11:33:31",,
91,634689eb88fe7bce3377448c,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,26,23.1,3624,0.0,"2022/10/12, 11:33:31",,
92,63468a1a88fe7bce3377448d,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3623,0.0,"2022/10/12, 11:34:18",,
93,63468a1a88fe7bce3377448e,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3631,0.0,"2022/10/12, 11:34:18",,
94,63468a4488fe7bce3377448f,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,26,23.1,3624,0.0,"2022/10/12, 11:35:00",,
95,63468a4488fe7bce33774490,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.8,3623,0.0,"2022/10/12, 11:35:00",,
96,63468a7788fe7bce33774491,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.0,3634,0.0,"2022/10/12, 11:35:51",,
97,63468a7788fe7bce33774492,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,26,23.1,3624,0.0,"2022/10/12, 11:35:51",,
98,63468abd88fe7bce33774493,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.8,3623,0.0,"2022/10/12, 11:37:01",,
99,63468abd88fe7bce33774494,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,26,23.1,3627,0.0,"2022/10/12, 11:37:01",,
100,63468aec88fe7bce33774495,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.8,3623,0.0,"2022/10/12, 11:37:48",,
101,63468aec88fe7bce33774496,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3631,0.0,"2022/10/12, 11:37:48",,
102,63468b1688fe7bce33774497,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,27,23.2,3624,0.0,"2022/10/12, 11:38:30",,
103,63468b1688fe7bce33774498,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3625,0.0,"2022/10/12, 11:38:30",,
104,63468b4988fe7bce33774499,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3631,0.0,"2022/10/12, 11:39:21",,
105,63468b4988fe7bce3377449a,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,27,23.1,3624,0.0,"2022/10/12, 11:39:21",,
106,63468b7888fe7bce3377449b,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.8,3623,0.0,"2022/10/12, 11:40:08",,
107,63468b7888fe7bce3377449c,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3631,0.0,"2022/10/12, 11:40:08",,
108,63468ba288fe7bce3377449d,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,27,23.1,3624,0.0,"2022/10/12, 11:40:50",,
109,63468ba288fe7bce3377449e,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3623,0.0,"2022/10/12, 11:40:50",,
110,63468bd588fe7bce3377449f,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3631,0.0,"2022/10/12, 11:41:41",,
111,63468bd588fe7bce337744a0,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,27,23.1,3624,0.0,"2022/10/12, 11:41:41",,
112,63468c0488fe7bce337744a1,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3625,0.0,"2022/10/12, 11:42:28",,
113,63468c0488fe7bce337744a2,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3634,0.0,"2022/10/12, 11:42:28",,
114,63468c2e88fe7bce337744a3,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,27,23.2,3624,0.0,"2022/10/12, 11:43:10",,
115,63468c2e88fe7bce337744a4,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3623,0.0,"2022/10/12, 11:43:10",,
116,63468c6188fe7bce337744a5,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3631,0.0,"2022/10/12, 11:44:01",,
117,63468c6188fe7bce337744a6,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,27,23.2,3624,0.0,"2022/10/12, 11:44:01",,
118,63468c9088fe7bce337744a7,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3623,0.0,"2022/10/12, 11:44:48",,
119,63468c9088fe7bce337744a8,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3631,0.0,"2022/10/12, 11:44:48",,
120,63468cba88fe7bce337744a9,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,27,23.2,3624,0.0,"2022/10/12, 11:45:30",,
121,63468cba88fe7bce337744aa,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3623,0.0,"2022/10/12, 11:45:30",,
122,63468ced88fe7bce337744ab,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3634,0.0,"2022/10/12, 11:46:21",,
123,63468ced88fe7bce337744ac,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,27,23.2,3624,0.0,"2022/10/12, 11:46:21",,
124,63468d1c88fe7bce337744ad,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3623,0.0,"2022/10/12, 11:47:08",,
125,63468d1c88fe7bce337744ae,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3631,0.0,"2022/10/12, 11:47:08",,
126,63468d4688fe7bce337744af,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,27,23.1,3627,0.0,"2022/10/12, 11:47:50",,
127,63468d4688fe7bce337744b0,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3625,0.0,"2022/10/12, 11:47:50",,
128,63468d7988fe7bce337744b1,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3634,0.0,"2022/10/12, 11:48:41",,
129,63468d7988fe7bce337744b2,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,27,23.2,3624,0.0,"2022/10/12, 11:48:41",,
130,63468da888fe7bce337744b3,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.8,3623,0.0,"2022/10/12, 11:49:28",,
131,63468da888fe7bce337744b4,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3634,0.0,"2022/10/12, 11:49:28",,
132,63468dd288fe7bce337744b5,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,27,23.2,3624,0.0,"2022/10/12, 11:50:10",,
133,63468dd288fe7bce337744b6,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3623,0.0,"2022/10/12, 11:50:10",,
134,63468e0588fe7bce337744b7,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3634,0.0,"2022/10/12, 11:51:01",,
135,63468e0588fe7bce337744b8,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,27,23.2,3624,0.0,"2022/10/12, 11:51:01",,
136,63468e3488fe7bce337744b9,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3623,0.0,"2022/10/12, 11:51:48",,
137,63468e3488fe7bce337744ba,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3631,0.0,"2022/10/12, 11:51:48",,
138,63468e5e88fe7bce337744bb,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,27,23.2,3624,0.0,"2022/10/12, 11:52:30",,
139,63468e5e88fe7bce337744bc,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3623,0.0,"2022/10/12, 11:52:30",,
140,63468e9188fe7bce337744bd,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3634,0.0,"2022/10/12, 11:53:21",,
141,63468e9188fe7bce337744be,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,28,23.2,3624,0.0,"2022/10/12, 11:53:21",,
142,63468ec088fe7bce337744bf,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3623,0.0,"2022/10/12, 11:54:08",,
143,63468ec088fe7bce337744c0,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3631,0.0,"2022/10/12, 11:54:08",,
144,63468eea88fe7bce337744c1,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,27,23.3,3624,0.0,"2022/10/12, 11:54:50",,
145,63468eea88fe7bce337744c2,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3625,0.0,"2022/10/12, 11:54:50",,
146,63468f1d88fe7bce337744c3,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3631,0.0,"2022/10/12, 11:55:41",,
147,63468f1d88fe7bce337744c4,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,27,23.2,3624,0.0,"2022/10/12, 11:55:41",,
148,63468f4c88fe7bce337744c5,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3623,0.0,"2022/10/12, 11:56:28",,
149,63468f4c88fe7bce337744c6,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3631,0.0,"2022/10/12, 11:56:28",,
150,63468f7688fe7bce337744c7,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,28,23.2,3624,0.0,"2022/10/12, 11:57:10",,
151,63468f7688fe7bce337744c8,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3625,0.0,"2022/10/12, 11:57:10",,
152,63468fa988fe7bce337744c9,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3631,0.0,"2022/10/12, 11:58:01",,
153,63468fa988fe7bce337744ca,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,28,23.3,3627,0.0,"2022/10/12, 11:58:01",,
154,63468fd888fe7bce337744cb,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3623,0.0,"2022/10/12, 11:58:48",,
155,63468fd888fe7bce337744cc,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3634,0.0,"2022/10/12, 11:58:48",,
156,6346900288fe7bce337744cd,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,28,23.3,3624,0.0,"2022/10/12, 11:59:30",,
157,6346900288fe7bce337744ce,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3623,0.0,"2022/10/12, 11:59:30",,
158,6346903588fe7bce337744cf,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3634,0.0,"2022/10/12, 12:00:21",,
159,6346903588fe7bce337744d0,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,28,23.2,3624,0.0,"2022/10/12, 12:00:21",,
160,6346906488fe7bce337744d1,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3623,0.0,"2022/10/12, 12:01:08",,
161,6346906488fe7bce337744d2,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3634,0.0,"2022/10/12, 12:01:08",,
162,6346908e88fe7bce337744d3,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,28,23.2,3624,0.0,"2022/10/12, 12:01:50",,
163,6346908e88fe7bce337744d4,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3623,0.0,"2022/10/12, 12:01:50",,
164,634690c188fe7bce337744d5,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3631,0.0,"2022/10/12, 12:02:41",,
165,634690c188fe7bce337744d6,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,28,23.3,3624,0.0,"2022/10/12, 12:02:41",,
166,634690f088fe7bce337744d7,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3625,0.0,"2022/10/12, 12:03:28",,
167,634690f088fe7bce337744d8,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3631,0.0,"2022/10/12, 12:03:28",,
168,6346911a88fe7bce337744d9,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,28,23.3,3624,0.0,"2022/10/12, 12:04:10",,
169,6346911a88fe7bce337744da,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3625,0.0,"2022/10/12, 12:04:10",,
170,6346914d88fe7bce337744db,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.0,3631,0.0,"2022/10/12, 12:05:01",,
171,6346914d88fe7bce337744dc,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,28,23.3,3624,0.0,"2022/10/12, 12:05:01",,
172,6346917c88fe7bce337744dd,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3623,0.0,"2022/10/12, 12:05:48",,
173,6346917c88fe7bce337744de,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3634,0.0,"2022/10/12, 12:05:48",,
174,634691a688fe7bce337744df,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,28,23.2,3627,0.0,"2022/10/12, 12:06:30",,
175,634691a688fe7bce337744e0,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,26,23.7,3625,0.0,"2022/10/12, 12:06:30",,
176,634691d988fe7bce337744e1,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,30,22.1,3631,0.0,"2022/10/12, 12:07:21",,
