,Date,Time,Indoor Temperature,Air Quality,Indoor Humidity,Outside Temperature,Outside Humidity,Median daily temp
27,2020-01-02,10:00:00,22.111209448228816,G,25.58267609827997,4.666666666666667,83.0,6.1
28,2020-01-02,11:00:00,21.95096800028661,G,25.13502896661856,4.133333333333334,82.0,6.1
29,2020-01-02,12:00:00,21.73222261144669,G,24.88082827317829,3.6000000000000005,81.0,6.1
30,2020-01-02,13:00:00,21.872257738797725,G,25.235513414098108,3.866666666666667,82.0,6.1
31,2020-01-02,14:00:00,21.890665384557103,G,24.981693696793464,3.6000000000000005,82.0,6.1
32,2020-01-02,15:00:00,21.689337944149013,G,25.2571718709411,4.193333333333333,83.0,6.1
33,2020-01-02,16:00:00,21.83819552858852,G,25.226456017083475,4.4754000000000005,82.0,6.1
34,2020-01-02,17:00:00,22.022634072067152,G,25.569634273257563,4.666666666666667,83.0,6.1
35,2020-01-02,18:00:00,22.19920386817913,G,25.327949815446303,6.4,82.0,6.1
36,2020-01-02,19:00:00,22.42247551039016,G,24.8865372562305,6.266666666666667,82.0,6.1
37,2020-01-02,20:00:00,22.597756066350424,G,24.98212435559376,6.2,80.0,6.1
38,2020-01-02,21:00:00,22.862110907491243,G,24.910892955604,6.133333333333334,80.0,6.1
39,2020-01-02,22:00:00,22.657335453595703,G,24.68406358281446,6.066666666666666,79.0,6.1
40,2020-01-02,23:00:00,22.48178349710593,G,24.83485525918327,6.0,79.0,6.1
41,2020-01-03,01:00:00,22.33233955617312,G,24.79269025763653,5.866666666666666,79.0,4.9
42,2020-01-03,02:00:00,22.136035982116542,,24.941887440473675,6.0,80.0,4.9
43,2020-01-03,03:00:00,22.355022552205483,G,24.46036141265339,5.933333333333334,80.0,4.9
44,2020-01-03,04:00:00,22.62071577579352,G,24.597542819219,6.0,81.0,4.9
45,2020-01-03,05:00:00,22.750056704205683,G,24.10406125308088,6.266666666666667,82.0,4.9
46,2020-01-03,06:00:00,22.905216955051728,G,23.6460472133705,6.5,82.0,4.9
47,2020-01-03,07:00:00,23.169832613078825,G,23.845606736855785,6.483333333333333,83.0,4.9
48,2020-01-03,08:00:00,22.97597446618285,G,24.28490037350632,6.466666666666667,83.0,4.9
49,2020-01-03,09:00:00,22.803898739955752,G,23.814628636798016,6.433333333333334,82.0,4.9
50,2020-01-03,10:00:00,22.780109874439745,G,23.679547944124977,6.416666666666667,82.0,4.9
51,2020-01-03,11:00:00,22.59844879317306,G,23.63587542820873,6.383333333333334,88.0,4.9
52,2020-01-03,12:00:00,22.467650463793145,G,23.34240995025537,6.3500000000000005,89.0,4.9
53,2020-01-03,13:00:00,22.279503439527783,G,23.624357148547304,6.366666666666667,82.0,4.9
54,2020-01-03,14:00:00,22.21142860627466,G,23.64327072556676,6.3500000000000005,57.0,4.9
55,2020-01-03,15:00:00,22.41382133631461,G,23.92253326458721,6.443333333333333,44.0,4.9
56,2020-01-03,16:00:00,22.333235529174765,G,23.8498920235562,6.4754000000000005,47.0,4.9
57,2020-01-03,17:00:00,22.046051394386843,G,23.740047372230105,6.416666666666667,51.0,4.9
58,2020-01-03,18:00:00,22.18826585212374,G,23.58496622317732,2.9,52.0,4.9
59,2020-01-03,19:00:00,22.13220283139232,G,24.063001274807466,4.1,68.0,4.9
60,2020-01-03,20:00:00,22.310090170198176,G,24.12442233988528,4.699999999999999,74.0,4.9
61,2020-01-03,21:00:00,22.242385215546417,G,23.68014696090071,5.3,76.0,4.9
62,2020-01-03,22:00:00,22.25838603551269,G,23.389204317710583,5.9,76.0,4.9
63,2020-01-03,23:00:00,22.39380654923491,G,23.30737419446656,6.5,70.0,4.9
64,2020-01-04,01:00:00,22.30626228702444,G,23.26506186084457,7.699999999999999,64.0,1.8
65,2020-01-04,02:00:00,22.38813328793455,,22.846424250212813,6.5,59.0,1.8
66,2020-01-04,03:00:00,22.58511878378276,G,23.16542568895972,7.1,55.0,1.8
67,2020-01-04,04:00:00,22.339289401552566,G,23.1654186027996,6.5,55.0,1.8
68,2020-01-04,05:00:00,22.27036357828192,G,23.438905320604395,4.1,55.0,1.8
69,2020-01-04,06:00:00,22.48958684253887,G,23.70725548805057,1.3,56.0,1.8
70,2020-01-04,07:00:00,22.72981276062828,G,24.033340690235445,1.5666666666666667,55.0,1.8
71,2020-01-04,08:00:00,22.973491350855056,G,23.682377726189262,1.8333333333333333,58.0,1.8
72,2020-01-04,09:00:00,22.69845715304724,G,24.13248439713402,2.3666666666666667,59.0,1.8
73,2020-01-04,10:00:00,22.88938132601925,G,24.087552043151884,2.6333333333333333,58.0,1.8
74,2020-01-04,11:00:00,22.8658249821376,G,24.01283706731489,3.1666666666666665,58.0,1.8
75,2020-01-04,12:00:00,22.640570044983505,G,24.27546875480268,3.7,57.0,1.8
76,2020-01-04,13:00:00,22.37036465105671,G,24.026040486848583,3.4333333333333336,54.0,1.8
77,2020-01-04,14:00:00,22.333183924764896,G,24.0919367979258,3.7,55.0,1.8
78,2020-01-04,15:00:00,22.034619749330624,G,24.4231881675206,3.2266666666666666,58.0,1.8
79,2020-01-04,16:00:00,21.951202999934445,G,24.86202387669421,2.9753999999999996,56.0,1.8
80,2020-01-04,17:00:00,22.15206814644867,G,25.085761629122995,2.6333333333333333,50.0,1.8
81,2020-01-04,18:00:00,22.05618105653896,G,25.129861331230305,1.8,52.0,1.8
82,2020-01-04,19:00:00,22.12601512540726,G,24.90576798281271,1.6333333333333333,54.0,1.8
83,2020-01-04,20:00:00,21.898138098497903,G,24.849611208743937,1.55,56.0,1.8
84,2020-01-04,21:00:00,21.62458865259497,G,25.21270214155222,1.4666666666666668,59.0,1.8
85,2020-01-04,22:00:00,21.4798709334718,G,25.07154531449192,1.3833333333333333,62.0,1.8
86,2020-01-04,23:00:00,21.49873865440474,G,25.26366948189218,1.3,64.0,1.8
87,2020-01-05,01:00:00,21.6825599037656,G,25.604273309864613,1.1333333333333333,69.0,-0.4
88,2020-01-05,02:00:00,21.93710439482219,,25.84699537618685,1.3,71.0,-0.4
89,2020-01-05,03:00:00,21.9455637026935,G,26.093541834720376,1.2166666666666668,75.0,-0.4
90,2020-01-05,04:00:00,21.74147704352014,G,26.173997171830667,1.3,76.0,-0.4
91,2020-01-05,05:00:00,21.79070317772851,G,26.646236101862872,1.6333333333333333,79.0,-0.4
92,2020-01-05,06:00:00,21.704425392654844,G,26.80230246709695,-2.5,78.0,-0.4
93,2020-01-05,07:00:00,21.6741596962044,G,26.67815008422933,-1.7833333333333332,85.0,-0.4
94,2020-01-05,08:00:00,21.588652353108653,G,26.309421652961003,-1.0666666666666664,80.0,-0.4
95,2020-01-05,09:00:00,21.36099989425019,G,26.74834645406196,0.3666666666666667,81.0,-0.4
96,2020-01-05,10:00:00,21.51766947290388,G,27.213834768796524,1.0833333333333335,81.0,-0.4
97,2020-01-05,11:00:00,21.54745044726837,G,27.157989644840992,2.5166666666666666,82.0,-0.4
98,2020-01-05,12:00:00,21.31608131444057,G,27.57187406909201,3.95,78.0,-0.4
99,2020-01-05,13:00:00,21.555625124918688,G,27.96933049236549,3.2333333333333334,75.0,-0.4
100,2020-01-05,14:00:00,21.522224062006067,G,27.603297841711782,3.95,70.0,-0.4
101,2020-01-05,15:00:00,21.76814559053189,G,27.637828705186795,2.576666666666666,80.0,-0.4
102,2020-01-05,16:00:00,21.89387503026754,G,28.115031167855232,1.8754,98.0,-0.4
103,2020-01-05,17:00:00,21.874586343550767,G,27.675528708683512,1.0833333333333335,100.0,-0.4
104,2020-01-05,18:00:00,21.91051350278933,G,27.249259170876183,1.4,100.0,-0.4
105,2020-01-05,19:00:00,22.02143381875161,G,27.181240106238608,0.09999999999999987,100.0,-0.4
106,2020-01-05,20:00:00,22.02913211868029,G,27.376004993576327,-0.5500000000000003,100.0,-0.4
107,2020-01-05,21:00:00,21.959164016389085,G,27.851836903103514,-1.2000000000000002,100.0,-0.4
108,2020-01-05,22:00:00,22.16158432769529,G,27.82788409149592,-1.85,100.0,-0.4
109,2020-01-05,23:00:00,22.301281885234555,G,27.452547434214537,-2.5,100.0,-0.4
110,2020-01-06,01:00:00,22.52736068872352,G,27.026704835079865,-3.8000000000000003,100.0,4.7
111,2020-01-06,02:00:00,22.749360809858587,,27.182706024255427,-2.5,100.0,4.7
112,2020-01-06,03:00:00,22.465553634005904,G,27.03994637322212,-3.15,100.0,4.7
113,2020-01-06,04:00:00,22.321571749960547,G,27.171104572578844,-2.5,100.0,4.7
114,2020-01-06,05:00:00,22.525609185429293,G,27.465346017878083,0.09999999999999987,100.0,4.7
115,2020-01-06,06:00:00,22.75728523936311,G,27.83811935130216,4.0,100.0,4.7
116,2020-01-06,07:00:00,22.471590646252498,G,27.95423864039203,3.5666666666666664,100.0,4.7
117,2020-01-06,08:00:00,22.43533100208837,G,28.418577367912764,3.133333333333333,100.0,4.7
118,2020-01-06,09:00:00,22.2762974738152,G,28.190950864511063,2.2666666666666666,100.0,4.7
119,2020-01-06,10:00:00,22.39963495516843,G,28.01736502940842,1.833333333333333,99.0,4.7
120,2020-01-06,11:00:00,22.438399503193462,G,28.511563785691497,0.9666666666666659,98.0,4.7
121,2020-01-06,12:00:00,22.38096133224243,G,28.083427967666328,0.09999999999999876,98.0,4.7
122,2020-01-06,13:00:00,22.100282297849937,G,28.187484235328107,0.5333333333333323,98.0,4.7
123,2020-01-06,14:00:00,21.869415951413764,G,28.3340849879168,0.09999999999999876,98.0,4.7
124,2020-01-06,15:00:00,22.14324381881918,G,27.84433866270342,1.026666666666666,98.0,4.7
125,2020-01-06,16:00:00,22.39434102324977,G,28.16224052572108,1.4753999999999996,97.0,4.7
126,2020-01-06,17:00:00,22.538372467515085,G,28.62900786330818,1.833333333333333,97.0,4.7
127,2020-01-06,18:00:00,22.358227100617626,G,28.650679512035257,5.9,97.0,4.7
128,2020-01-06,19:00:00,22.61446394558008,G,28.70045394510979,5.266666666666667,99.0,4.7
129,2020-01-06,20:00:00,22.794147583319976,G,28.76585724286171,4.95,99.0,4.7
130,2020-01-06,21:00:00,22.73612593613581,G,28.83707090467853,4.633333333333334,97.0,4.7
131,2020-01-06,22:00:00,22.90046171608736,G,29.17562133728064,4.316666666666666,95.0,4.7
132,2020-01-06,23:00:00,22.93039348422086,G,29.356224407491585,4.0,94.0,4.7
133,2020-01-07,01:00:00,22.694430402106523,G,29.520248521820964,3.3666666666666667,92.0,5.3
134,2020-01-07,02:00:00,22.877959089445653,,29.88077307306265,4.0,97.0,5.3
135,2020-01-07,03:00:00,22.68730374388363,G,30.36795520754708,3.6833333333333336,98.0,5.3
136,2020-01-07,04:00:00,22.76970942359749,G,30.27964823641212,4.0,94.0,5.3
137,2020-01-07,05:00:00,22.897385937359857,G,29.9654961795271,5.266666666666667,93.0,5.3
138,2020-01-07,06:00:00,23.15149051400408,G,29.61709456090072,5.4,93.0,5.3
139,2020-01-07,07:00:00,22.94758244499823,G,29.503053590560416,5.483333333333333,93.0,5.3
140,2020-01-07,08:00:00,22.723330333781444,G,29.9307900611587,5.566666666666666,94.0,5.3
141,2020-01-07,09:00:00,22.43344244065675,G,29.77083670169533,5.733333333333333,92.0,5.3
142,2020-01-07,10:00:00,22.510627103754853,G,29.97918967337668,5.816666666666667,91.0,5.3
143,2020-01-07,11:00:00,22.54900097967052,G,30.18066148048159,5.983333333333333,91.0,5.3
144,2020-01-07,12:00:00,22.536194113378937,G,30.43799517356381,6.15,91.0,5.3
145,2020-01-07,13:00:00,22.303981535445928,G,30.693395890938884,6.066666666666667,94.0,5.3
146,2020-01-07,14:00:00,22.128483980770987,G,31.118208161402315,6.15,95.0,5.3
147,2020-01-07,15:00:00,22.1402161645462,G,30.666675890896176,6.043333333333334,93.0,5.3
148,2020-01-07,16:00:00,21.976949378851664,G,30.599866565992777,5.9754000000000005,93.0,5.3
149,2020-01-07,17:00:00,22.04405036870217,G,30.622911616309164,5.816666666666667,92.0,5.3
150,2020-01-07,18:00:00,22.203021428116624,G,31.043078431286983,5.0,93.0,5.3
151,2020-01-07,19:00:00,22.40203271680303,G,30.68810287976607,5.133333333333334,91.0,5.3
152,2020-01-07,20:00:00,22.23601440491082,G,30.7739662146586,5.2,88.0,5.3
153,2020-01-07,21:00:00,21.97646429589827,G,30.376625883492853,5.266666666666667,87.0,5.3
154,2020-01-07,22:00:00,21.915355128786235,G,30.3306402986218,5.333333333333334,85.0,5.3
155,2020-01-07,23:00:00,21.654260501013216,G,29.878892944711385,5.4,83.0,5.3
156,2020-01-08,01:00:00,21.82457810707489,G,30.245336037161657,5.533333333333334,78.0,6.6
157,2020-01-08,02:00:00,21.82956376925861,,29.78721069108428,5.4,78.0,6.6
158,2020-01-08,03:00:00,22.02370023574151,G,29.65264925414025,5.466666666666667,79.0,6.6
159,2020-01-08,04:00:00,22.17906641899028,G,29.763527818330253,5.4,81.0,6.6
160,2020-01-08,05:00:00,22.418809340897884,G,30.18094659325336,5.133333333333334,83.0,6.6
161,2020-01-08,06:00:00,22.67034297108912,G,30.518872096764603,7.9,84.0,6.6
162,2020-01-08,07:00:00,22.783986576325944,G,30.271169392218244,7.416666666666667,82.0,6.6
163,2020-01-08,08:00:00,22.59224826347729,G,30.121583225212568,6.933333333333334,87.0,6.6
164,2020-01-08,09:00:00,22.34075398853909,G,30.54421572008388,5.966666666666667,88.0,6.6
165,2020-01-08,10:00:00,22.367521376420747,G,30.622002310358905,5.483333333333333,88.0,6.6
166,2020-01-08,11:00:00,22.35494694283123,G,30.162289895119965,4.516666666666667,80.0,6.6
167,2020-01-08,12:00:00,22.326531247402613,G,30.237981087047988,3.55,77.0,6.6
168,2020-01-08,13:00:00,22.29856033732407,G,29.911951275584965,4.033333333333333,74.0,6.6
169,2020-01-08,14:00:00,22.21666033686689,G,30.317383547249776,3.55,73.0,6.6
170,2020-01-08,15:00:00,22.46044266918408,G,29.845100895826565,4.576666666666666,72.0,6.6
171,2020-01-08,16:00:00,22.41119033695025,G,29.613779796332217,5.0754,73.0,6.6
172,2020-01-08,17:00:00,22.120792065721822,G,29.34466528535605,5.483333333333333,74.0,6.6
173,2020-01-08,18:00:00,21.977617070111283,G,29.062709012383745,4.7,75.0,6.6
174,2020-01-08,19:00:00,22.15658207756494,G,29.22798640069845,5.766666666666667,76.0,6.6
175,2020-01-08,20:00:00,21.95336683890564,G,29.638389843200628,6.300000000000001,76.0,6.6
176,2020-01-08,21:00:00,21.74006659955077,G,29.64376909672528,6.833333333333334,78.0,6.6
177,2020-01-08,22:00:00,21.898168859172824,G,29.54723515816764,7.366666666666667,81.0,6.6
178,2020-01-08,23:00:00,22.113196359922867,G,29.866453273839447,7.9,79.0,6.6
179,2020-01-09,01:00:00,22.40980133891847,G,30.314874192599124,8.966666666666667,80.0,1.9
180,2020-01-09,02:00:00,22.350669811363225,,30.19174329350317,7.9,81.0,1.9
181,2020-01-09,03:00:00,22.342175132867425,G,30.11298867791584,8.433333333333334,81.0,1.9
182,2020-01-09,04:00:00,22.189477410929022,G,29.64726707202768,7.9,81.0,1.9
183,2020-01-09,05:00:00,22.21150557842783,G,29.806460367424112,5.766666666666667,82.0,1.9
184,2020-01-09,06:00:00,22.21651905156848,G,30.016701603785528,3.6,84.0,1.9
185,2020-01-09,07:00:00,22.42176881228055,G,30.505669883152443,3.783333333333333,86.0,1.9
186,2020-01-09,08:00:00,22.460506708065665,G,30.87696305431073,3.966666666666667,86.0,1.9
187,2020-01-09,09:00:00,22.588684138275475,G,31.068753745660825,4.333333333333334,88.0,1.9
188,2020-01-09,10:00:00,22.667396362060213,G,30.97034476983581,4.516666666666667,89.0,1.9
189,2020-01-09,11:00:00,22.53626289163841,G,31.15300965907025,4.883333333333334,88.0,1.9
190,2020-01-09,12:00:00,22.621303463529458,G,30.830590934341068,5.25,87.0,1.9
191,2020-01-09,13:00:00,22.816544926786825,G,30.76166731845734,5.066666666666666,88.0,1.9
192,2020-01-09,14:00:00,22.811227981111923,G,30.650958722907887,5.25,90.0,1.9
193,2020-01-09,15:00:00,22.915125307352504,G,30.437275905945395,4.943333333333333,97.0,1.9
194,2020-01-09,16:00:00,22.7467172560119,G,30.41172576534505,4.7754,99.0,1.9
195,2020-01-09,17:00:00,22.553840560984543,G,30.88466981334072,4.516666666666667,98.0,1.9
196,2020-01-09,18:00:00,22.64485551048526,G,30.899076104012497,-0.3,99.0,1.9
197,2020-01-09,19:00:00,22.8326045251128,G,31.12092863439141,1.0,99.0,1.9
198,2020-01-09,20:00:00,22.580009411041747,G,31.34601015091859,1.6500000000000001,,1.9
199,2020-01-09,21:00:00,22.35583887368148,G,31.820451972105893,2.3000000000000003,98.0,1.9
200,2020-01-09,22:00:00,22.24846922254576,G,31.702442680688968,2.95,99.0,1.9
201,2020-01-09,23:00:00,22.468493666031303,G,31.41466369942597,3.6,93.0,1.9
202,2020-01-10,01:00:00,22.74568141964004,G,31.69732254327017,4.9,88.0,-1.7
203,2020-01-10,02:00:00,22.450550565228387,,31.509308557437578,3.6,88.0,-1.7
204,2020-01-10,03:00:00,22.1691240716952,G,31.80675298218149,4.25,88.0,-1.7
205,2020-01-10,04:00:00,22.198355170794606,G,32.04772249502585,3.6,92.0,-1.7
206,2020-01-10,05:00:00,22.41130133015272,G,31.90627099060215,1.0,91.0,-1.7
207,2020-01-10,06:00:00,22.34892356827517,G,32.06619775845053,0.3,92.0,-1.7
208,2020-01-10,07:00:00,22.439168285977843,G,32.35938521477917,0.2,96.0,-1.7
209,2020-01-10,08:00:00,22.16963227130261,G,32.83919277746854,0.10000000000000002,98.0,-1.7
210,2020-01-10,09:00:00,22.176243301984112,G,32.51681059962178,-0.09999999999999998,98.0,-1.7
211,2020-01-10,10:00:00,22.22709512268608,G,32.18235649737025,-0.19999999999999996,97.0,-1.7
212,2020-01-10,11:00:00,21.98304564346233,G,32.094635857936574,-0.39999999999999997,94.0,-1.7
213,2020-01-10,12:00:00,21.88228211850962,G,32.571838612320526,-0.5999999999999999,93.0,-1.7
214,2020-01-10,13:00:00,21.81425276761509,G,32.39809631088585,-0.49999999999999994,93.0,-1.7
215,2020-01-10,14:00:00,22.0446841670474,G,32.30764497019112,-0.5999999999999999,93.0,-1.7
216,2020-01-10,15:00:00,21.811085510999813,G,32.48748811786361,-0.3399999999999999,96.0,-1.7
217,2020-01-10,16:00:00,21.746667708744152,G,32.395323291368804,-0.22459999999999997,98.0,-1.7
218,2020-01-10,17:00:00,21.55608321752394,G,31.948147583530456,-0.19999999999999996,98.0,-1.7
219,2020-01-10,18:00:00,21.340754252124995,G,31.634066029294708,-4.0,98.0,-1.7
220,2020-01-10,19:00:00,21.051322993473327,G,31.521591824756104,-2.5666666666666664,98.0,-1.7
221,2020-01-10,20:00:00,21.111414950884257,G,31.574465918602364,-1.85,98.0,-1.7
222,2020-01-10,21:00:00,21.189815338090803,G,31.9230223619154,-1.1333333333333333,97.0,-1.7
223,2020-01-10,22:00:00,21.266815137269425,G,32.01948359472676,-0.4166666666666665,97.0,-1.7
224,2020-01-10,23:00:00,21.03100464109008,G,31.678993634341,0.2999999999999998,97.0,-1.7
225,2020-01-11,01:00:00,20.78763648122597,G,31.71930965565009,1.7333333333333334,97.0,1.6
226,2020-01-11,02:00:00,20.93723616978121,,31.58186544955436,0.2999999999999998,98.0,1.6
227,2020-01-11,03:00:00,20.66848644676655,G,31.0905079112482,1.0166666666666666,96.0,1.6
228,2020-01-11,04:00:00,20.53622512654159,G,31.205258450166305,0.2999999999999998,93.0,1.6
229,2020-01-11,05:00:00,20.63781579630316,G,30.99610235148448,-2.5666666666666664,94.0,1.6
230,2020-01-11,06:00:00,20.524064770500217,G,30.777537106881567,-1.8,93.0,1.6
231,2020-01-11,07:00:00,20.57644310283168,G,30.43499344022954,-2.166666666666667,96.0,1.6
232,2020-01-11,08:00:00,20.66111352548495,G,30.934156727040826,-2.5333333333333337,88.0,1.6
233,2020-01-11,09:00:00,20.7531877629917,G,30.61594782400688,-3.2666666666666666,84.0,1.6
234,2020-01-11,10:00:00,20.71619506853765,G,30.797165918201067,-3.6333333333333337,84.0,1.6
235,2020-01-11,11:00:00,20.568500074655724,G,31.05790014631293,-4.366666666666667,87.0,1.6
236,2020-01-11,12:00:00,20.494835360156845,G,31.07312095905746,-5.1000000000000005,89.0,1.6
237,2020-01-11,13:00:00,20.67465169008971,G,31.56024939334974,-4.733333333333333,88.0,1.6
238,2020-01-11,14:00:00,20.57521853958937,G,31.9544915966702,-5.1000000000000005,87.0,1.6
239,2020-01-11,15:00:00,20.68902104486193,G,31.59638611112097,-4.306666666666667,88.0,1.6
240,2020-01-11,16:00:00,20.833870217218145,G,31.34665121155481,-3.9246,88.0,1.6
241,2020-01-11,17:00:00,20.83279417730189,G,30.86897523706419,-3.6333333333333337,89.0,1.6
242,2020-01-11,18:00:00,20.833378866694044,G,31.043738221902828,5.3,88.0,1.6
243,2020-01-11,19:00:00,20.983390619597653,G,31.20420790720893,2.933333333333333,89.0,1.6
244,2020-01-11,20:00:00,20.88466486366536,G,31.48053825709124,1.75,86.0,1.6
245,2020-01-11,21:00:00,20.906588028087032,G,31.681768924257536,0.5666666666666664,87.0,1.6
246,2020-01-11,22:00:00,20.6564032257922,G,31.90351553235999,-0.6166666666666671,95.0,1.6
247,2020-01-11,23:00:00,20.855123668680097,G,31.97153532568161,-1.8000000000000007,97.0,1.6
248,2020-01-12,01:00:00,20.5990470793452,G,31.759505312225347,-4.166666666666667,96.0,5.2
249,2020-01-12,02:00:00,20.42944524900329,,31.36757787729884,-1.8000000000000007,95.0,5.2
250,2020-01-12,03:00:00,20.62256624032561,G,31.62597883698365,-2.9833333333333334,96.0,5.2
251,2020-01-12,04:00:00,20.670982738252324,G,31.7151291429306,-1.8000000000000007,93.0,5.2
252,2020-01-12,05:00:00,20.444708403887503,G,31.4017188822073,2.933333333333333,91.0,5.2
253,2020-01-12,06:00:00,20.64026176578673,G,31.25955546433744,7.1,92.0,5.2
254,2020-01-12,07:00:00,20.77524933353115,G,31.24022178011552,6.8,92.0,5.2
255,2020-01-12,08:00:00,20.81182416998006,G,31.40049506786134,6.5,89.0,5.2
256,2020-01-12,09:00:00,21.02999780160313,G,31.35851938342034,5.8999999999999995,89.0,5.2
257,2020-01-12,10:00:00,20.832722562380265,G,31.036813122780032,5.6,86.0,5.2
258,2020-01-12,11:00:00,20.95057253854205,G,30.950663795601823,5.0,82.0,5.2
259,2020-01-12,12:00:00,21.17003442406411,G,31.35763090519565,4.4,81.0,5.2
260,2020-01-12,13:00:00,20.99969089188971,G,31.55695526305995,4.699999999999999,78.0,5.2
261,2020-01-12,14:00:00,21.18020121861083,G,31.872703311031547,4.4,78.0,5.2
262,2020-01-12,15:00:00,20.94232592292305,G,31.51917929661296,5.06,79.0,5.2
263,2020-01-12,16:00:00,21.18022752866361,G,31.69183210439449,5.375399999999999,82.0,5.2
264,2020-01-12,17:00:00,20.954288139301823,G,31.817654525549905,5.6,86.0,5.2
265,2020-01-12,18:00:00,21.10490118750541,G,32.067645903500114,2.9,87.0,5.2
266,2020-01-12,19:00:00,20.994109337833248,G,32.48386246085028,4.3,87.0,5.2
267,2020-01-12,20:00:00,20.97815552577349,G,32.712792755331186,5.0,90.0,5.2
268,2020-01-12,21:00:00,20.9506563522782,G,33.13071835252287,5.699999999999999,95.0,5.2
269,2020-01-12,22:00:00,21.212889268669347,G,32.79173143151391,6.399999999999999,94.0,5.2
270,2020-01-12,23:00:00,21.06504391195426,G,32.99274155952,7.1,97.0,5.2
271,2020-01-13,01:00:00,20.93926058495748,G,32.79139466601731,8.5,98.0,2.1
272,2020-01-13,02:00:00,20.9227274761916,,33.08830757753674,7.1,98.0,2.1
273,2020-01-13,03:00:00,20.883297463685366,G,33.57352081105854,7.799999999999999,97.0,2.1
274,2020-01-13,04:00:00,20.6152268579238,G,33.83885151627203,7.1,96.0,2.1
275,2020-01-13,05:00:00,20.6505273023057,G,33.39670514640466,4.3,96.0,2.1
276,2020-01-13,06:00:00,20.8347235564912,G,33.36692800607795,0.6,97.0,2.1
277,2020-01-13,07:00:00,20.78355162288969,G,33.08428415438478,0.9833333333333333,96.0,2.1
278,2020-01-13,08:00:00,21.023394541580444,G,32.68979819843649,1.3666666666666667,96.0,2.1
279,2020-01-13,09:00:00,21.06114429690079,G,32.83606058928004,2.1333333333333333,96.0,2.1
280,2020-01-13,10:00:00,21.324676146864544,G,33.11531478683067,2.5166666666666666,93.0,2.1
281,2020-01-13,11:00:00,21.188536205697847,G,33.1463967359255,3.283333333333333,89.0,2.1
282,2020-01-13,12:00:00,21.11826535550626,G,32.9148241051579,4.05,86.0,2.1
283,2020-01-13,13:00:00,21.00894386511744,G,32.888794032231154,3.6666666666666665,88.0,2.1
284,2020-01-13,14:00:00,20.72510597775751,G,33.10953278712174,4.05,90.0,2.1
285,2020-01-13,15:00:00,20.652091708278206,G,33.56671474651227,3.3433333333333333,91.0,2.1
286,2020-01-13,16:00:00,20.471934842254843,G,33.73966208009887,2.9754,92.0,2.1
287,2020-01-13,17:00:00,20.731728753329303,G,33.865656856562,2.5166666666666666,90.0,2.1
