,_id,Sensor address,sensor_id,humidity,temperature,vdd,waterleak,time,outside temperature (TF),outside relativeHumidity (TF),precipitation (TF),precipitation type (TF),light,motion
33,63728d3d6f7ea3694b93e6df,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,36,22.2,3633,0.0,"2022/11/14, 19:47:25",6.7,98.8,0.0,Ingen nederbörd,,
34,63728dec6f7ea3694b93e6e0,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.9,3633,0.0,"2022/11/14, 19:50:20",6.7,98.8,0.0,Ingen nederbörd,,
35,63728dec6f7ea3694b93e6e1,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,36,22.0,3624,0.0,"2022/11/14, 19:50:20",6.7,98.8,0.0,Ingen nederbörd,,
36,63728e696f7ea3694b93e6e2,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,37,22.0,3629,0.0,"2022/11/14, 19:52:25",6.7,98.8,0.0,Ingen nederbörd,,
37,63728e696f7ea3694b93e6e3,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,36,22.2,3636,0.0,"2022/11/14, 19:52:25",6.7,98.8,0.0,Ingen nederbörd,,
38,63728f186f7ea3694b93e6e4,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.8,3636,0.0,"2022/11/14, 19:55:20",6.7,98.8,0.0,Ingen nederbörd,,
39,63728f186f7ea3694b93e6e5,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,36,22.0,3624,0.0,"2022/11/14, 19:55:20",6.7,98.8,0.0,Ingen nederbörd,,
40,63728f596f7ea3694b93e6e6,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,37,22.0,3629,0.0,"2022/11/14, 19:56:25",6.7,98.8,0.0,Ingen nederbörd,,
41,63728f596f7ea3694b93e6e7,ERS Sensor Addiva Sigurdsgatan,eui-a81758fffe034f66,40,22.1,3604,,"2022/11/14, 19:56:25",6.7,98.8,0.0,Ingen nederbörd,1.0,0.0
42,63728fde6f7ea3694b93e6e8,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,36,22.1,3633,0.0,"2022/11/14, 19:58:38",6.7,98.8,0.0,Ingen nederbörd,,
43,63728fde6f7ea3694b93e6e9,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.8,3633,0.0,"2022/11/14, 19:58:38",6.7,98.8,0.0,Ingen nederbörd,,
44,637290796f7ea3694b93e6ea,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,36,22.0,3624,0.0,"2022/11/14, 20:01:13",6.7,98.8,0.0,Ingen nederbörd,,
45,637290796f7ea3694b93e6eb,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,37,22.0,3629,0.0,"2022/11/14, 20:01:13",6.7,98.8,0.0,Ingen nederbörd,,
46,6372910a6f7ea3694b93e6ec,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,36,22.2,3633,0.0,"2022/11/14, 20:03:38",6.7,98.8,0.0,Ingen nederbörd,,
47,6372910a6f7ea3694b93e6ed,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.7,3636,0.0,"2022/11/14, 20:03:38",6.7,98.8,0.0,Ingen nederbörd,,
48,637291a56f7ea3694b93e6ee,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,36,22.0,3624,0.0,"2022/11/14, 20:06:13",6.7,98.8,0.0,Ingen nederbörd,,
49,637291a56f7ea3694b93e6ef,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,37,22.0,3629,0.0,"2022/11/14, 20:06:13",6.7,98.8,0.0,Ingen nederbörd,,
50,637291ed6f7ea3694b93e6f0,ERS Sensor Addiva Sigurdsgatan,eui-a81758fffe034f66,40,22.1,3604,,"2022/11/14, 20:07:25",6.7,98.8,0.0,Ingen nederbörd,1.0,0.0
51,637291ed6f7ea3694b93e6f1,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,36,22.1,3633,0.0,"2022/11/14, 20:07:25",6.7,98.8,0.0,Ingen nederbörd,,
52,6372929c6f7ea3694b93e6f2,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.8,3636,0.0,"2022/11/14, 20:10:20",6.7,98.8,0.0,Ingen nederbörd,,
53,6372929c6f7ea3694b93e6f3,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,36,22.0,3627,0.0,"2022/11/14, 20:10:20",6.7,98.8,0.0,Ingen nederbörd,,
54,637293196f7ea3694b93e6f4,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,37,22.0,3629,0.0,"2022/11/14, 20:12:25",6.7,98.8,0.0,Ingen nederbörd,,
55,637293196f7ea3694b93e6f5,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,37,22.1,3633,0.0,"2022/11/14, 20:12:25",6.7,98.8,0.0,Ingen nederbörd,,
56,637293c86f7ea3694b93e6f6,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.8,3636,0.0,"2022/11/14, 20:15:20",6.7,98.8,0.0,Ingen nederbörd,,
57,637293c86f7ea3694b93e6f7,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,36,22.0,3624,0.0,"2022/11/14, 20:15:20",6.7,98.8,0.0,Ingen nederbörd,,
58,637294096f7ea3694b93e6f8,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,37,22.0,3629,0.0,"2022/11/14, 20:16:25",6.7,98.8,0.0,Ingen nederbörd,,
59,637294096f7ea3694b93e6f9,ERS Sensor Addiva Sigurdsgatan,eui-a81758fffe034f66,40,22.1,3583,,"2022/11/14, 20:16:25",6.7,98.8,0.0,Ingen nederbörd,2.0,0.0
60,6372948e6f7ea3694b93e6fa,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,37,22.1,3633,0.0,"2022/11/14, 20:18:38",6.7,98.8,0.0,Ingen nederbörd,,
61,6372948e6f7ea3694b93e6fb,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.8,3636,0.0,"2022/11/14, 20:18:38",6.7,98.8,0.0,Ingen nederbörd,,
62,637295296f7ea3694b93e6fc,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,36,22.0,3624,0.0,"2022/11/14, 20:21:13",6.7,98.8,0.0,Ingen nederbörd,,
63,637295296f7ea3694b93e6fd,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,38,22.0,3631,0.0,"2022/11/14, 20:21:13",6.7,98.8,0.0,Ingen nederbörd,,
64,637295ba6f7ea3694b93e6fe,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,37,22.1,3633,0.0,"2022/11/14, 20:23:38",6.7,98.8,0.0,Ingen nederbörd,,
65,637295ba6f7ea3694b93e6ff,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.8,3636,0.0,"2022/11/14, 20:23:38",6.7,98.8,0.0,Ingen nederbörd,,
66,637296556f7ea3694b93e700,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,36,22.0,3624,0.0,"2022/11/14, 20:26:13",6.7,98.8,0.0,Ingen nederbörd,,
67,637296556f7ea3694b93e701,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,38,22.0,3629,0.0,"2022/11/14, 20:26:13",6.7,98.8,0.0,Ingen nederbörd,,
68,6372969d6f7ea3694b93e702,ERS Sensor Addiva Sigurdsgatan,eui-a81758fffe034f66,40,22.1,3593,,"2022/11/14, 20:27:25",6.7,98.8,0.0,Ingen nederbörd,1.0,0.0
69,6372969d6f7ea3694b93e703,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,37,22.1,3633,0.0,"2022/11/14, 20:27:25",6.7,98.8,0.0,Ingen nederbörd,,
70,6372974c6f7ea3694b93e704,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.7,3638,0.0,"2022/11/14, 20:30:20",6.7,98.8,0.0,Ingen nederbörd,,
71,6372974c6f7ea3694b93e705,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,36,22.0,3624,0.0,"2022/11/14, 20:30:20",6.7,98.8,0.0,Ingen nederbörd,,
72,637297c96f7ea3694b93e706,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,38,22.0,3631,0.0,"2022/11/14, 20:32:25",6.7,98.8,0.0,Ingen nederbörd,,
73,637297c96f7ea3694b93e707,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,37,22.1,3633,0.0,"2022/11/14, 20:32:25",6.7,98.8,0.0,Ingen nederbörd,,
74,637298786f7ea3694b93e708,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.7,3636,0.0,"2022/11/14, 20:35:20",6.7,98.8,0.0,Ingen nederbörd,,
75,637298786f7ea3694b93e709,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,36,22.0,3624,0.0,"2022/11/14, 20:35:20",6.7,98.8,0.0,Ingen nederbörd,,
76,637298b96f7ea3694b93e70a,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,38,22.0,3631,0.0,"2022/11/14, 20:36:25",6.7,98.8,0.0,Ingen nederbörd,,
77,637298b96f7ea3694b93e70b,ERS Sensor Addiva Sigurdsgatan,eui-a81758fffe034f66,40,22.1,3596,,"2022/11/14, 20:36:25",6.7,98.8,0.0,Ingen nederbörd,1.0,0.0
78,6372993d6f7ea3694b93e70c,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,37,22.1,3633,0.0,"2022/11/14, 20:38:37",6.7,98.8,0.0,Ingen nederbörd,,
79,6372993e6f7ea3694b93e70d,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.7,3636,0.0,"2022/11/14, 20:38:38",6.7,98.8,0.0,Ingen nederbörd,,
80,637299d96f7ea3694b93e70e,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,36,22.0,3624,0.0,"2022/11/14, 20:41:13",6.6,98.8,0.0,Ingen nederbörd,,
81,637299d96f7ea3694b93e70f,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,38,22.0,3629,0.0,"2022/11/14, 20:41:13",6.6,98.8,0.0,Ingen nederbörd,,
82,63729a696f7ea3694b93e710,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,37,22.1,3633,0.0,"2022/11/14, 20:43:37",6.6,98.8,0.0,Ingen nederbörd,,
83,63729a6a6f7ea3694b93e711,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.8,3636,0.0,"2022/11/14, 20:43:38",6.6,98.8,0.0,Ingen nederbörd,,
84,63729b056f7ea3694b93e712,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,36,22.0,3624,0.0,"2022/11/14, 20:46:13",6.6,98.8,0.0,Ingen nederbörd,,
85,63729b056f7ea3694b93e713,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,38,21.9,3629,0.0,"2022/11/14, 20:46:13",6.6,98.8,0.0,Ingen nederbörd,,
86,63729b4d6f7ea3694b93e714,ERS Sensor Addiva Sigurdsgatan,eui-a81758fffe034f66,40,22.1,3596,,"2022/11/14, 20:47:25",6.7,98.8,0.0,Ingen nederbörd,1.0,0.0
87,63729b4d6f7ea3694b93e715,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,37,22.0,3633,0.0,"2022/11/14, 20:47:25",6.7,98.8,0.0,Ingen nederbörd,,
88,63729bfc6f7ea3694b93e716,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.8,3636,0.0,"2022/11/14, 20:50:20",6.7,98.8,0.0,Ingen nederbörd,,
89,63729bfc6f7ea3694b93e717,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,36,22.0,3624,0.0,"2022/11/14, 20:50:20",6.7,98.8,0.0,Ingen nederbörd,,
90,63729c796f7ea3694b93e718,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,38,22.0,3629,0.0,"2022/11/14, 20:52:25",6.7,98.8,0.0,Ingen nederbörd,,
91,63729c796f7ea3694b93e719,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,37,22.1,3633,0.0,"2022/11/14, 20:52:25",6.7,98.8,0.0,Ingen nederbörd,,
92,63729d286f7ea3694b93e71a,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.8,3636,0.0,"2022/11/14, 20:55:20",6.7,98.8,0.0,Ingen nederbörd,,
93,63729d286f7ea3694b93e71b,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,36,22.0,3627,0.0,"2022/11/14, 20:55:20",6.7,98.8,0.0,Ingen nederbörd,,
94,63729d696f7ea3694b93e71c,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,38,22.0,3631,0.0,"2022/11/14, 20:56:25",6.7,98.8,0.0,Ingen nederbörd,,
95,63729d696f7ea3694b93e71d,ERS Sensor Addiva Sigurdsgatan,eui-a81758fffe034f66,40,22.1,3599,,"2022/11/14, 20:56:25",6.7,98.8,0.0,Ingen nederbörd,1.0,0.0
96,63729ded6f7ea3694b93e71e,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,37,22.1,3633,0.0,"2022/11/14, 20:58:37",6.7,98.8,0.0,Ingen nederbörd,,
97,63729ded6f7ea3694b93e71f,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.7,3636,0.0,"2022/11/14, 20:58:37",6.7,98.8,0.0,Ingen nederbörd,,
98,63729e896f7ea3694b93e720,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,36,22.0,3624,0.0,"2022/11/14, 21:01:13",6.7,98.8,0.0,Ingen nederbörd,,
99,63729e896f7ea3694b93e721,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,38,21.9,3629,0.0,"2022/11/14, 21:01:13",6.7,98.8,0.0,Ingen nederbörd,,
100,63729f196f7ea3694b93e722,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,37,22.0,3633,0.0,"2022/11/14, 21:03:37",6.7,98.8,0.0,Ingen nederbörd,,
101,63729f196f7ea3694b93e723,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.7,3636,0.0,"2022/11/14, 21:03:37",6.7,98.8,0.0,Ingen nederbörd,,
102,63729fb56f7ea3694b93e724,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,36,22.0,3627,0.0,"2022/11/14, 21:06:13",6.7,98.8,0.0,Ingen nederbörd,,
103,63729fb56f7ea3694b93e725,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,38,21.9,3629,0.0,"2022/11/14, 21:06:13",6.7,98.8,0.0,Ingen nederbörd,,
104,63729ffc6f7ea3694b93e726,ERS Sensor Addiva Sigurdsgatan,eui-a81758fffe034f66,40,22.0,3601,,"2022/11/14, 21:07:24",6.6,98.8,0.0,Ingen nederbörd,1.0,0.0
105,63729ffd6f7ea3694b93e727,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,37,22.0,3633,0.0,"2022/11/14, 21:07:25",6.6,98.8,0.0,Ingen nederbörd,,
106,6372a0ac6f7ea3694b93e728,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.7,3636,0.0,"2022/11/14, 21:10:20",6.6,98.8,0.0,Ingen nederbörd,,
107,6372a0ac6f7ea3694b93e729,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,36,22.0,3627,0.0,"2022/11/14, 21:10:20",6.6,98.8,0.0,Ingen nederbörd,,
108,6372a1286f7ea3694b93e72a,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,38,21.9,3631,0.0,"2022/11/14, 21:12:24",6.6,98.8,0.0,Ingen nederbörd,,
109,6372a1286f7ea3694b93e72b,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,37,22.0,3633,0.0,"2022/11/14, 21:12:24",6.6,98.8,0.0,Ingen nederbörd,,
110,6372a1d86f7ea3694b93e72c,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.8,3636,0.0,"2022/11/14, 21:15:20",6.6,98.8,0.0,Ingen nederbörd,,
111,6372a1d86f7ea3694b93e72d,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,36,22.0,3624,0.0,"2022/11/14, 21:15:20",6.6,98.8,0.0,Ingen nederbörd,,
112,6372a2196f7ea3694b93e72e,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,38,21.9,3629,0.0,"2022/11/14, 21:16:25",6.6,98.8,0.0,Ingen nederbörd,,
113,6372a2196f7ea3694b93e72f,ERS Sensor Addiva Sigurdsgatan,eui-a81758fffe034f66,40,22.1,3599,,"2022/11/14, 21:16:25",6.6,98.8,0.0,Ingen nederbörd,1.0,0.0
114,6372a29d6f7ea3694b93e730,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,37,22.0,3636,0.0,"2022/11/14, 21:18:37",6.6,98.8,0.0,Ingen nederbörd,,
115,6372a29d6f7ea3694b93e731,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.7,3636,0.0,"2022/11/14, 21:18:37",6.6,98.8,0.0,Ingen nederbörd,,
116,6372a3396f7ea3694b93e732,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,37,22.0,3622,0.0,"2022/11/14, 21:21:13",6.6,98.8,0.0,Ingen nederbörd,,
117,6372a3396f7ea3694b93e733,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,38,22.0,3629,0.0,"2022/11/14, 21:21:13",6.6,98.8,0.0,Ingen nederbörd,,
118,6372a3c96f7ea3694b93e734,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,37,22.0,3633,0.0,"2022/11/14, 21:23:37",6.6,98.8,0.0,Ingen nederbörd,,
119,6372a3c96f7ea3694b93e735,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.7,3636,0.0,"2022/11/14, 21:23:37",6.6,98.8,0.0,Ingen nederbörd,,
120,6372a4656f7ea3694b93e736,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,37,22.0,3627,0.0,"2022/11/14, 21:26:13",6.6,98.8,0.0,Ingen nederbörd,,
121,6372a4656f7ea3694b93e737,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,38,22.0,3631,0.0,"2022/11/14, 21:26:13",6.6,98.8,0.0,Ingen nederbörd,,
122,6372a4ac6f7ea3694b93e738,ERS Sensor Addiva Sigurdsgatan,eui-a81758fffe034f66,40,22.0,3601,,"2022/11/14, 21:27:24",6.6,98.8,0.0,Ingen nederbörd,1.0,0.0
123,6372a4ac6f7ea3694b93e739,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,37,22.0,3633,0.0,"2022/11/14, 21:27:24",6.6,98.8,0.0,Ingen nederbörd,,
124,6372a55b6f7ea3694b93e73a,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.7,3633,0.0,"2022/11/14, 21:30:19",6.6,98.8,0.0,Ingen nederbörd,,
125,6372a55b6f7ea3694b93e73b,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,37,22.0,3624,0.0,"2022/11/14, 21:30:19",6.6,98.8,0.0,Ingen nederbörd,,
126,6372a6216f7ea3694b93e73c,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,37,22.0,3633,0.0,"2022/11/14, 21:33:37",6.6,98.8,0.0,Ingen nederbörd,,
127,6372a6216f7ea3694b93e73d,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.6,3636,0.0,"2022/11/14, 21:33:37",6.6,98.8,0.0,Ingen nederbörd,,
128,6372a6bd6f7ea3694b93e73e,Matsal Addiva Sigurdsgatan,eui-a81758fffe075c91,37,22.0,3624,0.0,"2022/11/14, 21:36:13",6.6,98.8,0.0,Ingen nederbörd,,
129,6372a6bd6f7ea3694b93e73f,Pingisrum Addiva Sigurdsgatan,eui-a81758fffe075b65,38,21.9,3629,0.0,"2022/11/14, 21:36:13",6.6,98.8,0.0,Ingen nederbörd,,
130,6372a7046f7ea3694b93e740,ERS Sensor Addiva Sigurdsgatan,eui-a81758fffe034f66,40,22.0,3604,,"2022/11/14, 21:37:24",6.6,98.8,0.0,Ingen nederbörd,1.0,0.0
131,6372a7046f7ea3694b93e741,Skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b66,37,22.0,3633,0.0,"2022/11/14, 21:37:24",6.6,98.8,0.0,Ingen nederbörd,,
132,6372a7b36f7ea3694b93e742,Madelens skrivbord Addiva Sigurdsgatan,eui-a81758fffe075b67,30,25.7,3636,0.0,"2022/11/14, 21:40:19",6.6,98.8,0.0,Ingen nederbörd,,
