,_id,Sensor_ID,data,Tid
33,63456bfedf643d19d0f4f669,eui-a81758fffe075b66,"{'humidity': 27, 'temperature': 24, 'vdd': 3625, 'waterleak': 0}",2022-10-11 15:12:54
34,63456c32df643d19d0f4f66a,eui-a81758fffe075c91,"{'humidity': 28, 'temperature': 23.4, 'vdd': 3627, 'waterleak': 0}",2022-10-11 15:13:35
35,63456c61df643d19d0f4f66b,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:14:27
36,63456c8adf643d19d0f4f66c,eui-a81758fffe075b66,"{'humidity': 27, 'temperature': 23.9, 'vdd': 3623, 'waterleak': 0}",2022-10-11 15:15:14
37,63456cbedf643d19d0f4f66d,eui-a81758fffe075c91,"{'humidity': 28, 'temperature': 23.4, 'vdd': 3627, 'waterleak': 0}",2022-10-11 15:15:55
38,63456ceddf643d19d0f4f66e,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22, 'vdd': 3637, 'waterleak': 0}",2022-10-11 15:16:47
39,63456d16df643d19d0f4f66f,eui-a81758fffe075b66,"{'humidity': 27, 'temperature': 23.9, 'vdd': 3625, 'waterleak': 0}",2022-10-11 15:17:34
40,63456d4adf643d19d0f4f670,eui-a81758fffe075c91,"{'humidity': 28, 'temperature': 23.4, 'vdd': 3627, 'waterleak': 0}",2022-10-11 15:18:15
41,63456d79df643d19d0f4f671,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:19:07
42,63456da2df643d19d0f4f672,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.9, 'vdd': 3623, 'waterleak': 0}",2022-10-11 15:19:54
43,63456dd6df643d19d0f4f673,eui-a81758fffe075c91,"{'humidity': 29, 'temperature': 23.4, 'vdd': 3624, 'waterleak': 0}",2022-10-11 15:20:35
44,63456e05df643d19d0f4f674,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:21:27
45,63456e2edf643d19d0f4f675,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.9, 'vdd': 3625, 'waterleak': 0}",2022-10-11 15:22:14
46,63456e62df643d19d0f4f676,eui-a81758fffe075c91,"{'humidity': 29, 'temperature': 23.4, 'vdd': 3627, 'waterleak': 0}",2022-10-11 15:22:55
47,63456e91df643d19d0f4f677,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:23:47
48,63456ebadf643d19d0f4f678,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.9, 'vdd': 3623, 'waterleak': 0}",2022-10-11 15:24:34
49,63456eeedf643d19d0f4f679,eui-a81758fffe075c91,"{'humidity': 29, 'temperature': 23.4, 'vdd': 3627, 'waterleak': 0}",2022-10-11 15:25:15
50,63456f1ddf643d19d0f4f67a,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:26:07
51,63456f46df643d19d0f4f67b,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.8, 'vdd': 3623, 'waterleak': 0}",2022-10-11 15:26:54
52,63456f7adf643d19d0f4f67c,eui-a81758fffe075c91,"{'humidity': 29, 'temperature': 23.4, 'vdd': 3627, 'waterleak': 0}",2022-10-11 15:27:35
53,63456fa9df643d19d0f4f67d,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:28:27
54,63456fd2df643d19d0f4f67e,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.8, 'vdd': 3625, 'waterleak': 0}",2022-10-11 15:29:14
55,63457018df643d19d0f4f67f,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.9, 'vdd': 3623, 'waterleak': 0}",2022-10-11 15:29:55
56,6345704cdf643d19d0f4f680,eui-a81758fffe075c91,"{'humidity': 29, 'temperature': 23.4, 'vdd': 3627, 'waterleak': 0}",2022-10-11 15:31:05
57,6345707bdf643d19d0f4f681,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:31:57
58,634570a4df643d19d0f4f682,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.8, 'vdd': 3623, 'waterleak': 0}",2022-10-11 15:32:44
59,634570d8df643d19d0f4f683,eui-a81758fffe075c91,"{'humidity': 29, 'temperature': 23.4, 'vdd': 3627, 'waterleak': 0}",2022-10-11 15:33:25
60,63457107df643d19d0f4f684,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:34:17
61,63457130df643d19d0f4f685,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.8, 'vdd': 3625, 'waterleak': 0}",2022-10-11 15:35:04
62,63457164df643d19d0f4f686,eui-a81758fffe075c91,"{'humidity': 29, 'temperature': 23.4, 'vdd': 3627, 'waterleak': 0}",2022-10-11 15:35:45
63,63457193df643d19d0f4f687,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:36:37
64,634571bcdf643d19d0f4f688,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.7, 'vdd': 3625, 'waterleak': 0}",2022-10-11 15:37:24
65,634571f0df643d19d0f4f689,eui-a81758fffe075c91,"{'humidity': 29, 'temperature': 23.4, 'vdd': 3627, 'waterleak': 0}",2022-10-11 15:38:05
66,6345721fdf643d19d0f4f68a,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:38:57
67,63457265df643d19d0f4f68b,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:39:44
68,6345728edf643d19d0f4f68c,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.7, 'vdd': 3625, 'waterleak': 0}",2022-10-11 15:40:54
69,634572c2df643d19d0f4f68d,eui-a81758fffe075c91,"{'humidity': 29, 'temperature': 23.4, 'vdd': 3627, 'waterleak': 0}",2022-10-11 15:41:35
70,634572f1df643d19d0f4f68e,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:42:27
71,6345731adf643d19d0f4f68f,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.7, 'vdd': 3625, 'waterleak': 0}",2022-10-11 15:43:14
72,6345734edf643d19d0f4f690,eui-a81758fffe075c91,"{'humidity': 29, 'temperature': 23.5, 'vdd': 3627, 'waterleak': 0}",2022-10-11 15:43:55
73,6345737ddf643d19d0f4f691,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:44:47
74,634573a6df643d19d0f4f692,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.7, 'vdd': 3625, 'waterleak': 0}",2022-10-11 15:45:34
75,634573dadf643d19d0f4f693,eui-a81758fffe075c91,"{'humidity': 29, 'temperature': 23.5, 'vdd': 3627, 'waterleak': 0}",2022-10-11 15:46:15
76,63457420df643d19d0f4f694,eui-a81758fffe075c91,"{'humidity': 29, 'temperature': 23.5, 'vdd': 3622, 'waterleak': 0}",2022-10-11 15:47:07
77,6345744fdf643d19d0f4f695,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:48:17
78,63457478df643d19d0f4f696,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.7, 'vdd': 3623, 'waterleak': 0}",2022-10-11 15:49:04
79,634574acdf643d19d0f4f697,eui-a81758fffe075c91,"{'humidity': 29, 'temperature': 23.4, 'vdd': 3624, 'waterleak': 0}",2022-10-11 15:49:45
80,634574dbdf643d19d0f4f698,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:50:37
81,63457504df643d19d0f4f699,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.6, 'vdd': 3625, 'waterleak': 0}",2022-10-11 15:51:24
82,63457538df643d19d0f4f69a,eui-a81758fffe075c91,"{'humidity': 29, 'temperature': 23.4, 'vdd': 3624, 'waterleak': 0}",2022-10-11 15:52:05
83,63457567df643d19d0f4f69b,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:52:57
84,63457590df643d19d0f4f69c,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.6, 'vdd': 3623, 'waterleak': 0}",2022-10-11 15:53:44
85,634575c4df643d19d0f4f69d,eui-a81758fffe075c91,"{'humidity': 28, 'temperature': 23.5, 'vdd': 3627, 'waterleak': 0}",2022-10-11 15:54:25
86,634575f3df643d19d0f4f69e,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:55:17
87,6345761cdf643d19d0f4f69f,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.6, 'vdd': 3623, 'waterleak': 0}",2022-10-11 15:56:04
88,63457650df643d19d0f4f6a0,eui-a81758fffe075c91,"{'humidity': 28, 'temperature': 23.5, 'vdd': 3627, 'waterleak': 0}",2022-10-11 15:56:45
89,6345767fdf643d19d0f4f6a1,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:57:37
90,634576a8df643d19d0f4f6a2,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.6, 'vdd': 3625, 'waterleak': 0}",2022-10-11 15:58:24
91,634576dcdf643d19d0f4f6a3,eui-a81758fffe075c91,"{'humidity': 28, 'temperature': 23.4, 'vdd': 3627, 'waterleak': 0}",2022-10-11 15:59:05
92,6345770bdf643d19d0f4f6a4,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 15:59:57
93,63457734df643d19d0f4f6a5,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.6, 'vdd': 3623, 'waterleak': 0}",2022-10-11 16:00:44
94,63457768df643d19d0f4f6a6,eui-a81758fffe075c91,"{'humidity': 28, 'temperature': 23.5, 'vdd': 3624, 'waterleak': 0}",2022-10-11 16:01:25
95,63457797df643d19d0f4f6a7,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 16:02:17
96,634577c0df643d19d0f4f6a8,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.6, 'vdd': 3623, 'waterleak': 0}",2022-10-11 16:03:04
97,634577f4df643d19d0f4f6a9,eui-a81758fffe075c91,"{'humidity': 28, 'temperature': 23.4, 'vdd': 3624, 'waterleak': 0}",2022-10-11 16:03:45
98,63457823df643d19d0f4f6aa,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 16:04:37
99,6345784cdf643d19d0f4f6ab,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.6, 'vdd': 3625, 'waterleak': 0}",2022-10-11 16:05:24
100,63457880df643d19d0f4f6ac,eui-a81758fffe075c91,"{'humidity': 28, 'temperature': 23.5, 'vdd': 3627, 'waterleak': 0}",2022-10-11 16:06:05
101,634578afdf643d19d0f4f6ad,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 16:06:57
102,634578d8df643d19d0f4f6ae,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.5, 'vdd': 3625, 'waterleak': 0}",2022-10-11 16:07:44
103,6345790cdf643d19d0f4f6af,eui-a81758fffe075c91,"{'humidity': 28, 'temperature': 23.4, 'vdd': 3627, 'waterleak': 0}",2022-10-11 16:08:25
104,6345793bdf643d19d0f4f6b0,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 16:09:17
105,63457964df643d19d0f4f6b1,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.5, 'vdd': 3625, 'waterleak': 0}",2022-10-11 16:10:04
106,63457998df643d19d0f4f6b2,eui-a81758fffe075c91,"{'humidity': 28, 'temperature': 23.5, 'vdd': 3624, 'waterleak': 0}",2022-10-11 16:10:45
107,634579c7df643d19d0f4f6b3,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 16:11:37
108,634579f0df643d19d0f4f6b4,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.4, 'vdd': 3625, 'waterleak': 0}",2022-10-11 16:12:24
109,63457a24df643d19d0f4f6b5,eui-a81758fffe075c91,"{'humidity': 28, 'temperature': 23.5, 'vdd': 3624, 'waterleak': 0}",2022-10-11 16:13:05
110,63457a53df643d19d0f4f6b6,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 16:13:57
111,63457a7cdf643d19d0f4f6b7,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.5, 'vdd': 3623, 'waterleak': 0}",2022-10-11 16:14:44
112,63457ab0df643d19d0f4f6b8,eui-a81758fffe075c91,"{'humidity': 28, 'temperature': 23.5, 'vdd': 3627, 'waterleak': 0}",2022-10-11 16:15:25
113,63457adfdf643d19d0f4f6b9,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3637, 'waterleak': 0}",2022-10-11 16:16:17
114,63457b08df643d19d0f4f6ba,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.5, 'vdd': 3625, 'waterleak': 0}",2022-10-11 16:17:04
115,63457b3cdf643d19d0f4f6bb,eui-a81758fffe075c91,"{'humidity': 28, 'temperature': 23.5, 'vdd': 3624, 'waterleak': 0}",2022-10-11 16:17:45
116,63457b6bdf643d19d0f4f6bc,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22, 'vdd': 3634, 'waterleak': 0}",2022-10-11 16:18:37
117,63457b94df643d19d0f4f6bd,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.4, 'vdd': 3625, 'waterleak': 0}",2022-10-11 16:19:24
118,63457bc8df643d19d0f4f6be,eui-a81758fffe075c91,"{'humidity': 28, 'temperature': 23.4, 'vdd': 3624, 'waterleak': 0}",2022-10-11 16:20:05
119,63457bf7df643d19d0f4f6bf,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22.1, 'vdd': 3634, 'waterleak': 0}",2022-10-11 16:20:57
120,63457c20df643d19d0f4f6c0,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.4, 'vdd': 3625, 'waterleak': 0}",2022-10-11 16:21:44
121,63457c54df643d19d0f4f6c1,eui-a81758fffe075c91,"{'humidity': 28, 'temperature': 23.5, 'vdd': 3627, 'waterleak': 0}",2022-10-11 16:22:25
122,63457c83df643d19d0f4f6c2,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22, 'vdd': 3634, 'waterleak': 0}",2022-10-11 16:23:17
123,63457cacdf643d19d0f4f6c3,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.4, 'vdd': 3623, 'waterleak': 0}",2022-10-11 16:24:04
124,63457ce0df643d19d0f4f6c4,eui-a81758fffe075c91,"{'humidity': 28, 'temperature': 23.6, 'vdd': 3627, 'waterleak': 0}",2022-10-11 16:24:45
125,63457d0fdf643d19d0f4f6c5,eui-a81758fffe075b65,"{'humidity': 33, 'temperature': 22, 'vdd': 3634, 'waterleak': 0}",2022-10-11 16:25:37
126,63457d38df643d19d0f4f6c6,eui-a81758fffe075b66,"{'humidity': 26, 'temperature': 23.4, 'vdd': 3623, 'waterleak': 0}",2022-10-11 16:26:24
127,63457d6cdf643d19d0f4f6c7,eui-a81758fffe075c91,"{'humidity': 28, 'temperature': 23.5, 'vdd': 3627, 'waterleak': 0}",2022-10-11 16:27:05
128,63465c9b063730b68e5600cb,eui-a81758fffe075b66,"{'humidity': 28, 'temperature': 22.5, 'vdd': 3623, 'waterleak': 0}",2022-10-12 08:19:30
129,63465cce063730b68e5600cc,eui-a81758fffe075c91,"{'humidity': 27, 'temperature': 23, 'vdd': 3624, 'waterleak': 0}",2022-10-12 08:20:11
130,63465cfd063730b68e5600cd,eui-a81758fffe075b65,"{'humidity': 32, 'temperature': 21.5, 'vdd': 3634, 'waterleak': 0}",2022-10-12 08:21:02
131,63465d27063730b68e5600ce,eui-a81758fffe075b66,"{'humidity': 28, 'temperature': 22.4, 'vdd': 3623, 'waterleak': 0}",2022-10-12 08:21:49
132,63465d5a063730b68e5600cf,eui-a81758fffe075c91,"{'humidity': 27, 'temperature': 23, 'vdd': 3627, 'waterleak': 0}",2022-10-12 08:22:31
133,63465d89063730b68e5600d0,eui-a81758fffe075b65,"{'humidity': 32, 'temperature': 21.5, 'vdd': 3631, 'waterleak': 0}",2022-10-12 08:23:22
134,63465db3063730b68e5600d1,eui-a81758fffe075b66,"{'humidity': 28, 'temperature': 22.3, 'vdd': 3623, 'waterleak': 0}",2022-10-12 08:24:09
135,63465de6063730b68e5600d2,eui-a81758fffe075c91,"{'humidity': 27, 'temperature': 23, 'vdd': 3627, 'waterleak': 0}",2022-10-12 08:24:51
136,63465e15063730b68e5600d3,eui-a81758fffe075b65,"{'humidity': 32, 'temperature': 21.5, 'vdd': 3634, 'waterleak': 0}",2022-10-12 08:25:42
137,63465e3f063730b68e5600d4,eui-a81758fffe075b66,"{'humidity': 28, 'temperature': 22.3, 'vdd': 3623, 'waterleak': 0}",2022-10-12 08:26:29
138,63465e72063730b68e5600d5,eui-a81758fffe075c91,"{'humidity': 27, 'temperature': 23, 'vdd': 3624, 'waterleak': 0}",2022-10-12 08:27:11
139,63465ea1063730b68e5600d6,eui-a81758fffe075b65,"{'humidity': 32, 'temperature': 21.5, 'vdd': 3634, 'waterleak': 0}",2022-10-12 08:28:02
140,63465ecb063730b68e5600d7,eui-a81758fffe075b66,"{'humidity': 28, 'temperature': 22.3, 'vdd': 3623, 'waterleak': 0}",2022-10-12 08:28:49
141,63465efe063730b68e5600d8,eui-a81758fffe075c91,"{'humidity': 27, 'temperature': 23, 'vdd': 3627, 'waterleak': 0}",2022-10-12 08:29:31
142,63465f2d063730b68e5600d9,eui-a81758fffe075b65,"{'humidity': 32, 'temperature': 21.5, 'vdd': 3634, 'waterleak': 0}",2022-10-12 08:30:22
143,63465f57063730b68e5600da,eui-a81758fffe075b66,"{'humidity': 28, 'temperature': 22.3, 'vdd': 3623, 'waterleak': 0}",2022-10-12 08:31:09
144,63465f8a063730b68e5600db,eui-a81758fffe075c91,"{'humidity': 27, 'temperature': 23, 'vdd': 3624, 'waterleak': 0}",2022-10-12 08:31:51
145,63465fb9063730b68e5600dc,eui-a81758fffe075b65,"{'humidity': 32, 'temperature': 21.5, 'vdd': 3631, 'waterleak': 0}",2022-10-12 08:32:42
146,63465fe3063730b68e5600dd,eui-a81758fffe075b66,"{'humidity': 28, 'temperature': 22.3, 'vdd': 3623, 'waterleak': 0}",2022-10-12 08:33:29
147,63466016063730b68e5600de,eui-a81758fffe075c91,"{'humidity': 27, 'temperature': 23.1, 'vdd': 3624, 'waterleak': 0}",2022-10-12 08:34:11
148,63466045063730b68e5600df,eui-a81758fffe075b65,"{'humidity': 32, 'temperature': 21.5, 'vdd': 3631, 'waterleak': 0}",2022-10-12 08:35:02
149,6346606f063730b68e5600e0,eui-a81758fffe075b66,"{'humidity': 28, 'temperature': 22.3, 'vdd': 3623, 'waterleak': 0}",2022-10-12 08:35:49
150,634660a2063730b68e5600e1,eui-a81758fffe075c91,"{'humidity': 27, 'temperature': 23, 'vdd': 3624, 'waterleak': 0}",2022-10-12 08:36:31
151,634660d1063730b68e5600e2,eui-a81758fffe075b65,"{'humidity': 32, 'temperature': 21.5, 'vdd': 3631, 'waterleak': 0}",2022-10-12 08:37:22
152,634660fb063730b68e5600e3,eui-a81758fffe075b66,"{'humidity': 27, 'temperature': 22.4, 'vdd': 3623, 'waterleak': 0}",2022-10-12 08:38:09
153,6346612e063730b68e5600e4,eui-a81758fffe075c91,"{'humidity': 27, 'temperature': 23, 'vdd': 3622, 'waterleak': 0}",2022-10-12 08:38:51
154,6346615d063730b68e5600e5,eui-a81758fffe075b65,"{'humidity': 31, 'temperature': 21.5, 'vdd': 3631, 'waterleak': 0}",2022-10-12 08:39:42
155,63466187063730b68e5600e6,eui-a81758fffe075b66,"{'humidity': 27, 'temperature': 22.4, 'vdd': 3623, 'waterleak': 0}",2022-10-12 08:40:29
156,634661ba063730b68e5600e7,eui-a81758fffe075c91,"{'humidity': 27, 'temperature': 23, 'vdd': 3627, 'waterleak': 0}",2022-10-12 08:41:11
157,634661e9063730b68e5600e8,eui-a81758fffe075b65,"{'humidity': 31, 'temperature': 21.5, 'vdd': 3634, 'waterleak': 0}",2022-10-12 08:42:02
158,63466213063730b68e5600e9,eui-a81758fffe075b66,"{'humidity': 27, 'temperature': 22.4, 'vdd': 3623, 'waterleak': 0}",2022-10-12 08:42:49
159,63466246063730b68e5600ea,eui-a81758fffe075c91,"{'humidity': 26, 'temperature': 23, 'vdd': 3624, 'waterleak': 0}",2022-10-12 08:43:31
160,63466275063730b68e5600eb,eui-a81758fffe075b65,"{'humidity': 31, 'temperature': 21.5, 'vdd': 3631, 'waterleak': 0}",2022-10-12 08:44:22
161,6346629f063730b68e5600ec,eui-a81758fffe075b66,"{'humidity': 27, 'temperature': 22.3, 'vdd': 3623, 'waterleak': 0}",2022-10-12 08:45:09
162,634662d2063730b68e5600ed,eui-a81758fffe075c91,"{'humidity': 26, 'temperature': 23, 'vdd': 3624, 'waterleak': 0}",2022-10-12 08:45:51
163,634662e5c663dca8114ff40c,eui-a81758fffe075b66,"{'humidity': 27, 'temperature': 22.3, 'vdd': 3623, 'waterleak': 0}",2022-10-12 08:46:38
